"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11"
"1053" 0.982 0.514 0.0394 0.00491 1.0514 0.00491 7.076 7.64 0.061370748 125.86 0.02247782
"1054" 0.973 0.496 0.0541 0.004865 1.0496 0.00401 9.614 7.61 0.058703072 183.79 0.02225023
"1055" 0.964 0.478 0.0688000000000001 0.00482 1.0478 0.00293 12.152 7.58 0.056035396 241.72 0.02202264
"1056" 0.955 0.46 0.0835000000000001 0.004775 1.046 0.00184999999999999 14.69 7.55 0.05336772 299.65 0.02179505
"1057" 0.946 0.442 0.0982 0.00473 1.0442 0.000769999999999998 17.228 7.52 0.050700044 357.58 0.02156746
"1058" 0.937 0.424 0.1129 0.004685 1.0424 0.00131 19.766 7.49 0.048032368 415.51 0.02133987
"1059" 0.928 0.406 0.1276 0.00464 1.0406 0.00239 22.304 7.46 0.045364692 473.44 0.02111228
"1060" 0.919 0.388 0.1423 0.004595 1.0388 0.00347 24.842 7.43 0.042697016 531.37 0.02088469
"1061" 0.91 0.37 0.157 0.00455 1.037 0.00455000000000001 27.38 7.4 0.04002934 589.3 0.0206571
"1062" 0.901 0.352 0.1717 0.004505 1.0352 0.00436999999999999 29.918 7.37 0.037361664 647.230000000001 0.02042951
"1063" 0.892 0.334 0.1864 0.00446 1.0334 0.00328999999999999 32.456 7.34 0.034693988 705.16 0.02020192
"1064" 0.883 0.316 0.2011 0.004415 1.0316 0.00221 34.994 7.31 0.032026312 763.09 0.01997433
"1065" 0.874 0.298 0.2158 0.00437 1.0298 0.00113 37.532 7.28 0.029358636 821.02 0.01974674
"1066" 0.865 0.28 0.2305 0.004325 1.028 0.000949999999999997 40.07 7.25 0.02669096 878.95 0.01951915
"1067" 0.856 0.262 0.2452 0.00428 1.0262 0.00203 42.608 7.22 0.024023284 936.88 0.01929156
"1068" 0.847 0.244 0.2599 0.004235 1.0244 0.00311 45.146 7.19 0.021355608 994.81 0.01906397
"1069" 0.838 0.226 0.2746 0.00419 1.0226 0.00419000000000001 47.684 7.16 0.018687932 1052.74 0.01883638
"1070" 0.829 0.208 0.2893 0.004145 1.0208 0.00473 50.222 7.13 0.016020256 1110.67 0.01860879
"1071" 0.82 0.19 0.304 0.0041 1.019 0.00365 52.76 7.1 0.01335258 1168.6 0.0183812
"1072" 0.811 0.172 0.3187 0.004055 1.0172 0.00256999999999999 55.298 7.07 0.010684904 1226.53 0.01815361
"1073" 0.802 0.154 0.3334 0.00401 1.0154 0.00149 57.836 7.04 0.00801722799999999 1284.46 0.01792602
"1074" 0.793 0.136 0.3481 0.003965 1.0136 0.00059000000000001 60.374 7.01 0.00534955199999997 1342.39 0.01769843
"1075" 0.784 0.118 0.3628 0.00392 1.0118 0.00167 62.912 6.98 0.002681876 1400.32 0.01747084
"1076" 0.775 0.1 0.3775 0.003875 1.01 0.00275 65.45 6.95 1.42e-05 1458.25 0.01724325
"1077" 0.766 0.118 0.3922 0.00383 1.0118 0.00383 67.988 6.92 0.002681876 1516.18 0.01701566
"1078" 0.757 0.136 0.4069 0.003785 1.0136 0.00491 70.526 6.89 0.00534955199999997 1574.11 0.01678807
"1079" 0.748 0.154 0.4216 0.00374 1.0154 0.00400999999999999 73.064 6.86 0.00801722800000001 1632.04 0.01656048
"1080" 0.739 0.172 0.4363 0.003695 1.0172 0.00293 75.602 6.83 0.010684904 1689.97 0.01633289
"1081" 0.73 0.19 0.451 0.00365 1.019 0.00185 78.14 6.8 0.01335258 1747.9 0.0161053
"1082" 0.721 0.208 0.4657 0.003605 1.0208 0.00076999999999999 80.678 6.77 0.016020256 1805.83 0.01587771
"1083" 0.712 0.226 0.4804 0.00356 1.0226 0.00131 83.216 6.74 0.018687932 1863.76 0.01565012
"1084" 0.703 0.244 0.4951 0.003515 1.0244 0.00239000000000001 85.754 6.71 0.021355608 1921.69 0.01542253
"1085" 0.694 0.262 0.4902 0.00347 1.0262 0.00347 84.908 6.68 0.024023284 1902.38 0.01519494
"1086" 0.685 0.28 0.4755 0.003425 1.028 0.00455000000000001 82.37 6.65 0.02669096 1844.45 0.01496735
"1087" 0.676 0.298 0.4608 0.00338 1.0298 0.00437 79.832 6.62 0.029358636 1786.52 0.01473976
"1088" 0.667 0.316 0.4461 0.003335 1.0316 0.00329000000000001 77.294 6.59 0.032026312 1728.59 0.01451217
"1089" 0.658 0.334 0.4314 0.00329 1.0334 0.00220999999999999 74.756 6.56 0.034693988 1670.66 0.01428458
"1090" 0.649 0.352 0.4167 0.003245 1.0352 0.00113 72.218 6.53 0.037361664 1612.73 0.01405699
"1091" 0.64 0.37 0.402 0.0032 1.037 0.000950000000000016 69.68 6.5 0.04002934 1554.8 0.0138294
"1092" 0.631 0.388 0.3873 0.003155 1.0388 0.00203000000000001 67.142 6.47 0.042697016 1496.87 0.01360181
"1093" 0.622 0.406 0.3726 0.00311 1.0406 0.00311 64.604 6.44 0.045364692 1438.94 0.01337422
"1094" 0.613 0.424 0.3579 0.003065 1.0424 0.00419000000000002 62.066 6.41 0.048032368 1381.01 0.01314663
"1095" 0.604 0.442 0.3432 0.00302 1.0442 0.00473000000000001 59.528 6.38 0.050700044 1323.08 0.01291904
"1096" 0.595 0.46 0.3285 0.002975 1.046 0.00364999999999999 56.99 6.35 0.05336772 1265.15 0.01269145
"1097" 0.586 0.478 0.3138 0.00293 1.0478 0.00257 54.452 6.32 0.056035396 1207.22 0.01246386
"1098" 0.577 0.496 0.2991 0.002885 1.0496 0.00149000000000001 51.914 6.29 0.058703072 1149.29 0.01223627
"1099" 0.568 0.514 0.2844 0.00284 1.0514 0.000590000000000007 49.376 6.26 0.061370748 1091.36 0.01200868
"1100" 0.559 0.532 0.2697 0.002795 1.0532 0.00167 46.838 6.23 0.064038424 1033.43 0.01178109
"1101" 0.55 0.55 0.255 0.00275 1.055 0.00275000000000002 44.3 6.2 0.0667061 975.499999999999 0.0115535
"1102" 0.541 0.568 0.2403 0.002705 1.0568 0.00383000000000001 41.762 6.17 0.069373776 917.569999999999 0.01132591
"1103" 0.532 0.586 0.2256 0.00266 1.0586 0.00491 39.224 6.14 0.072041452 859.64 0.01109832
"1104" 0.523 0.604 0.2109 0.002615 1.0604 0.00401 36.686 6.11 0.074709128 801.71 0.01087073
"1105" 0.514 0.622 0.1962 0.00257 1.0622 0.00292999999999999 34.148 6.08 0.077376804 743.779999999999 0.01064314
"1106" 0.505 0.64 0.1815 0.002525 1.064 0.00184999999999999 31.61 6.05 0.08004448 685.85 0.01041555
"1107" 0.496 0.658 0.1668 0.00248 1.0658 0.00077 29.072 6.02 0.082712156 627.92 0.01018796
"1108" 0.487 0.676 0.1521 0.002435 1.0676 0.00130999999999999 26.534 5.99 0.085379832 569.99 0.00996037
"1109" 0.478 0.694 0.1374 0.00239 1.0694 0.00239000000000001 23.996 5.96 0.088047508 512.06 0.00973278
"1110" 0.469 0.712 0.1227 0.002345 1.0712 0.00347 21.458 5.93 0.090715184 454.13 0.00950519
"1111" 0.46 0.73 0.108 0.0023 1.073 0.00455000000000002 18.92 5.9 0.09338286 396.199999999999 0.0092776
"1112" 0.451 0.748 0.0932999999999998 0.002255 1.0748 0.00436999999999999 16.382 5.87 0.096050536 338.269999999999 0.00905001
"1113" 0.442 0.766 0.0785999999999999 0.00221 1.0766 0.00329 13.844 5.84 0.098718212 280.34 0.00882242
"1114" 0.433 0.784 0.0638999999999997 0.002165 1.0784 0.00220999999999998 11.306 5.81 0.101385888 222.409999999999 0.00859483
"1115" 0.424 0.802 0.0492000000000001 0.00212 1.0802 0.00113000000000001 8.76800000000001 5.78 0.104053564 164.48 0.00836724
"1116" 0.415 0.82 0.0344999999999999 0.002075 1.082 0.000950000000000006 6.22999999999998 5.75 0.10672124 106.55 0.00813965
"1117" 0.406 0.838 0.0198 0.00203 1.0838 0.00203 3.692 5.72 0.109388916 48.62 0.00791206
"1118" 0.397 0.856 0.0149000000000003 0.001985 1.0856 0.00311000000000001 2.84600000000005 5.69 0.112056592 29.3100000000012 0.00768447
"1119" 0.388 0.874 0.0296 0.00194 1.0874 0.00419000000000001 5.38400000000001 5.66 0.114724268 87.2400000000002 0.00745688
"1120" 0.379 0.892 0.0443 0.001895 1.0892 0.00473 7.92200000000001 5.63 0.117391944 145.17 0.00722929
"1121" 0.37 0.91 0.0590000000000002 0.00185 1.091 0.00364999999999999 10.46 5.6 0.12005962 203.100000000001 0.0070017
"1122" 0.361 0.928 0.0737000000000001 0.001805 1.0928 0.00256999999999999 12.998 5.57 0.122727296 261.03 0.00677411
"1123" 0.352 0.946 0.0884000000000003 0.00176 1.0946 0.00148999999999998 15.5360000000001 5.54 0.125394972 318.960000000001 0.00654652
"1124" 0.343 0.964 0.1031 0.001715 1.0964 0.000589999999999998 18.074 5.51 0.128062648 376.89 0.00631893
"1125" 0.334 0.982 0.1178 0.00167 1.0982 0.00167000000000001 20.612 5.48 0.130730324 434.820000000001 0.00609134
"1126" 0.325 1 0.1325 0.001625 1.1 0.00275000000000001 23.15 5.45 0.133398 492.75 0.00586375
"1127" 0.316 0.982 0.1472 0.00158 1.0982 0.00383 25.688 5.42 0.130730324 550.68 0.00563616
"1128" 0.307 0.964 0.1619 0.001535 1.0964 0.00491000000000001 28.226 5.39 0.128062648 608.610000000001 0.00540857
"1129" 0.298 0.946 0.1766 0.00149 1.0946 0.00400999999999999 30.764 5.36 0.125394972 666.54 0.00518098
"1130" 0.289 0.928 0.1913 0.001445 1.0928 0.00293 33.302 5.33 0.122727296 724.47 0.00495339
"1131" 0.28 0.91 0.206 0.0014 1.091 0.00185000000000001 35.84 5.3 0.12005962 782.4 0.0047258
"1132" 0.271 0.892 0.2207 0.001355 1.0892 0.000769999999999971 38.3780000000001 5.27 0.117391944 840.330000000002 0.00449820999999999
"1133" 0.262 0.874 0.2354 0.00131 1.0874 0.00131 40.916 5.24 0.114724268 898.26 0.00427061999999999
"1134" 0.253 0.856 0.2501 0.001265 1.0856 0.00239000000000002 43.454 5.21 0.112056592 956.190000000001 0.00404303
"1135" 0.244 0.838 0.2648 0.00122 1.0838 0.00346999999999999 45.992 5.18 0.109388916 1014.12 0.00381544
"1136" 0.235 0.82 0.2795 0.001175 1.082 0.00455000000000001 48.53 5.15 0.10672124 1072.05 0.00358785
"1137" 0.226 0.802 0.2942 0.00113 1.0802 0.00436999999999998 51.068 5.12 0.104053564 1129.98 0.00336026
"1138" 0.217 0.784 0.3089 0.001085 1.0784 0.00328999999999999 53.606 5.09 0.101385888 1187.91 0.00313267
"1139" 0.208 0.766 0.3236 0.00104 1.0766 0.00220999999999999 56.144 5.06 0.098718212 1245.84 0.00290508
"1140" 0.199 0.748 0.3383 0.000995 1.0748 0.00113 58.682 5.03 0.096050536 1303.77 0.00267749
"1141" 0.19 0.73 0.353 0.00095 1.073 0.000949999999999994 61.22 5 0.09338286 1361.7 0.0024499
"1142" 0.181 0.712 0.3677 0.000904999999999999 1.0712 0.00203000000000001 63.758 4.97 0.090715184 1419.63 0.00222231
"1143" 0.172 0.694 0.3824 0.00086 1.0694 0.00311000000000002 66.296 4.94 0.088047508 1477.56 0.00199472
"1144" 0.163 0.676 0.3971 0.000815 1.0676 0.00419 68.834 4.91 0.085379832 1535.49 0.00176713
"1145" 0.154 0.658 0.4118 0.00077 1.0658 0.00472999999999999 71.372 4.88 0.082712156 1593.42 0.00153954
"1146" 0.145 0.64 0.4265 0.000725000000000001 1.064 0.00365000000000002 73.91 4.85 0.08004448 1651.35 0.00131195
"1147" 0.136 0.622 0.4412 0.000679999999999999 1.0622 0.00256999999999998 76.448 4.82 0.077376804 1709.28 0.00108436
"1148" 0.127 0.604 0.4559 0.000635 1.0604 0.00148999999999999 78.986 4.79 0.074709128 1767.21 0.000856770000000001
"1149" 0.118 0.586 0.4706 0.00059 1.0586 0.000590000000000005 81.524 4.76 0.072041452 1825.14 0.00062918
"1150" 0.109 0.568 0.4853 0.000544999999999998 1.0568 0.00167 84.062 4.73 0.069373776 1883.07 0.000401589999999989
"1151" 0.1 0.55 0.5 5e-04 1.055 0.00274999999999999 86.6 4.7 0.0667061 1941 0.000174
"1152" 0.109000000000001 0.532 0.4853 0.000545000000000003 1.0532 0.00383000000000003 84.0619999999999 4.73 0.064038424 1883.07 0.000401590000000014
"1153" 0.118 0.514 0.4706 0.00059 1.0514 0.00491 81.524 4.76 0.061370748 1825.14 0.00062918
"1154" 0.127 0.496 0.4559 0.000635 1.0496 0.00400999999999998 78.986 4.79 0.058703072 1767.21 0.000856770000000001
"1155" 0.136 0.478 0.4412 0.000679999999999999 1.0478 0.00293000000000001 76.448 4.82 0.056035396 1709.28 0.00108436
"1156" 0.145 0.46 0.4265 0.000724999999999999 1.046 0.00185 73.91 4.85 0.05336772 1651.35 0.00131195
"1157" 0.154 0.442 0.4118 0.00077 1.0442 0.000769999999999982 71.372 4.88 0.050700044 1593.42 0.00153954
"1158" 0.163 0.424 0.3971 0.000815 1.0424 0.00131000000000001 68.834 4.91 0.048032368 1535.49 0.00176713
"1159" 0.172 0.406 0.3824 0.00086 1.0406 0.00239000000000001 66.296 4.94 0.045364692 1477.56 0.00199472
"1160" 0.181 0.388 0.3677 0.000905 1.0388 0.00347 63.758 4.97 0.042697016 1419.63 0.00222231
"1161" 0.19 0.37 0.353 0.00095 1.037 0.00454999999999999 61.22 5 0.04002934 1361.7 0.0024499
"1162" 0.199 0.352 0.3383 0.000995000000000001 1.0352 0.00436999999999999 58.682 5.03 0.0373616639999999 1303.77 0.00267749
"1163" 0.208 0.334 0.3236 0.00104 1.0334 0.00328999999999998 56.1439999999999 5.06 0.034693988 1245.84 0.00290508
"1164" 0.217 0.316 0.3089 0.001085 1.0316 0.00221 53.606 5.09 0.032026312 1187.91 0.00313267
"1165" 0.226 0.298 0.2942 0.00113 1.0298 0.00112999999999999 51.068 5.12 0.029358636 1129.98 0.00336026
"1166" 0.235 0.28 0.2795 0.001175 1.028 0.000950000000000023 48.5299999999999 5.15 0.0266909599999999 1072.05 0.00358785
"1167" 0.244 0.262 0.2648 0.00122 1.0262 0.00203000000000002 45.992 5.18 0.024023284 1014.12 0.00381544
"1168" 0.253 0.244 0.2501 0.001265 1.0244 0.00311000000000001 43.454 5.21 0.021355608 956.189999999999 0.00404303
"1169" 0.262 0.226 0.2354 0.00131 1.0226 0.00419000000000001 40.916 5.24 0.018687932 898.26 0.00427062
"1170" 0.271 0.208 0.2207 0.001355 1.0208 0.00473 38.378 5.27 0.016020256 840.33 0.00449821
"1171" 0.28 0.19 0.206 0.0014 1.019 0.00364999999999999 35.84 5.3 0.0133525799999999 782.399999999999 0.0047258
"1172" 0.289 0.172 0.1913 0.001445 1.0172 0.00256999999999997 33.3019999999999 5.33 0.0106849039999999 724.469999999998 0.00495339
"1173" 0.298 0.154 0.1766 0.00149 1.0154 0.00149 30.764 5.36 0.00801722799999996 666.54 0.00518098
"1174" 0.307 0.136 0.1619 0.001535 1.0136 0.000590000000000015 28.226 5.39 0.00534955199999997 608.609999999999 0.00540857
"1175" 0.316 0.118 0.1472 0.00158 1.0118 0.00166999999999999 25.688 5.42 0.002681876 550.680000000001 0.00563616
"1176" 0.325 0.1 0.1325 0.001625 1.01 0.00275 23.15 5.45 1.42e-05 492.75 0.00586375
"1177" 0.334 0.118000000000001 0.1178 0.00167 1.0118 0.00383000000000002 20.612 5.48 0.00268187600000008 434.819999999999 0.00609134
"1178" 0.343 0.136 0.1031 0.001715 1.0136 0.00491000000000003 18.0739999999999 5.51 0.00534955200000001 376.889999999998 0.00631893
"1179" 0.352 0.154 0.0883999999999999 0.00176 1.0154 0.00401 15.536 5.54 0.00801722800000001 318.96 0.00654652
"1180" 0.361 0.172 0.0737000000000003 0.001805 1.0172 0.00293000000000002 12.9980000000001 5.57 0.010684904 261.030000000001 0.00677411
"1181" 0.37 0.19 0.0589999999999996 0.00185 1.019 0.00184999999999997 10.4599999999999 5.6 0.01335258 203.099999999998 0.0070017
"1182" 0.379 0.208 0.0442999999999999 0.001895 1.0208 0.000769999999999994 7.92199999999998 5.63 0.016020256 145.169999999999 0.00722929
"1183" 0.388 0.226 0.0295999999999996 0.00194 1.0226 0.00131000000000002 5.38399999999994 5.66 0.018687932 87.2399999999986 0.00745688
"1184" 0.397 0.244 0.0149000000000003 0.001985 1.0244 0.00238999999999999 2.84600000000005 5.69 0.021355608 29.3100000000012 0.00768447
"1185" 0.406 0.262 0.0198 0.00203 1.0262 0.00347000000000001 3.692 5.72 0.024023284 48.62 0.00791206
"1186" 0.415 0.28 0.0345000000000003 0.002075 1.028 0.00455000000000002 6.23000000000005 5.75 0.0266909600000001 106.550000000001 0.00813965000000001
"1187" 0.424 0.298 0.0492000000000005 0.00212 1.0298 0.00436999999999996 8.76800000000009 5.78 0.029358636 164.480000000002 0.00836724
"1188" 0.433 0.316 0.0639000000000001 0.002165 1.0316 0.00328999999999999 11.306 5.81 0.032026312 222.410000000001 0.00859483
"1189" 0.442 0.334 0.0785999999999998 0.00221 1.0334 0.00221000000000002 13.844 5.84 0.034693988 280.339999999999 0.00882242
"1190" 0.451 0.352 0.0932999999999999 0.002255 1.0352 0.00113 16.382 5.87 0.037361664 338.27 0.00905001
"1191" 0.46 0.37 0.108 0.0023 1.037 0.000950000000000012 18.92 5.9 0.0400293400000001 396.200000000001 0.00927760000000001
"1192" 0.469 0.388 0.1227 0.002345 1.0388 0.00203000000000003 21.4580000000001 5.93 0.042697016 454.130000000001 0.00950519
"1193" 0.478 0.406 0.1374 0.00239 1.0406 0.00311 23.996 5.96 0.045364692 512.06 0.00973278
"1194" 0.487 0.424 0.1521 0.002435 1.0424 0.00419000000000001 26.534 5.99 0.048032368 569.990000000001 0.00996037
"1195" 0.496 0.442 0.1668 0.00248 1.0442 0.00473000000000001 29.072 6.02 0.050700044 627.919999999999 0.01018796
"1196" 0.505 0.46 0.181500000000001 0.002525 1.046 0.00364999999999996 31.6100000000001 6.05 0.05336772 685.850000000002 0.01041555
"1197" 0.514 0.478 0.1962 0.00257 1.0478 0.00256999999999998 34.148 6.08 0.056035396 743.780000000001 0.01064314
"1198" 0.523 0.496 0.2109 0.002615 1.0496 0.00149000000000001 36.686 6.11 0.058703072 801.709999999999 0.01087073
"1199" 0.532 0.514 0.2256 0.00266 1.0514 0.000590000000000005 39.224 6.14 0.061370748 859.64 0.01109832
"1200" 0.541 0.532 0.2403 0.002705 1.0532 0.00167000000000002 41.762 6.17 0.064038424 917.570000000001 0.01132591
"1201" 0.55 0.55 0.255 0.00275 1.055 0.00275 44.3 6.2 0.0667061 975.5 0.0115535
"1202" 0.559 0.568 0.2697 0.002795 1.0568 0.002885 64.604 6.23 0.069373776 1033.43 0.01178109
"1203" 0.568 0.586 0.2844 0.00284 1.0586 0.00302 84.908 6.26 0.072041452 1091.36 0.01200868
"1204" 0.577 0.604 0.2991 0.002885 1.0604 0.003155 67.988 6.29 0.074709128 1149.29 0.01223627
"1205" 0.586 0.622 0.3138 0.00293 1.0622 0.00329 47.684 6.32 0.077376804 1207.22 0.01246386
"1206" 0.595 0.64 0.3285 0.002975 1.064 0.003425 27.38 6.35 0.08004448 1265.15 0.01269145
"1207" 0.604 0.658 0.3432 0.00302 1.0658 0.00356 7.076 6.38 0.082712156 1323.08 0.01291904
"1208" 0.613 0.676 0.3579 0.003065 1.0676 0.003695 17.228 6.41 0.085379832 1381.01 0.01314663
"1209" 0.622 0.694 0.3726 0.00311 1.0694 0.00383 37.532 6.44 0.088047508 1438.94 0.01337422
"1210" 0.631 0.712 0.3873 0.003155 1.0712 0.003965 57.836 6.47 0.090715184 1496.87 0.01360181
"1211" 0.64 0.73 0.402 0.0032 1.073 0.0041 78.14 6.5 0.09338286 1554.8 0.0138294
"1212" 0.649 0.748 0.4167 0.003245 1.0748 0.004235 74.756 6.53 0.096050536 1612.73 0.01405699
"1213" 0.658 0.766 0.4314 0.00329 1.0766 0.00437 54.452 6.56 0.098718212 1670.66 0.01428458
"1214" 0.667 0.784 0.4461 0.003335 1.0784 0.004505 34.148 6.59 0.101385888 1728.59 0.01451217
"1215" 0.676 0.802 0.4608 0.00338 1.0802 0.00464 13.844 6.62 0.104053564 1786.52 0.01473976
"1216" 0.685 0.82 0.4755 0.003425 1.082 0.004775 10.46 6.65 0.10672124 1844.45 0.01496735
"1217" 0.694 0.838 0.4902 0.00347 1.0838 0.00491 30.764 6.68 0.109388916 1902.38 0.01519494
"1218" 0.703 0.856 0.4951 0.003515 1.0856 0.004955 51.068 6.71 0.112056592 1921.69 0.01542253
"1219" 0.712 0.874 0.4804 0.00356 1.0874 0.00482 71.372 6.74 0.114724268 1863.76 0.01565012
"1220" 0.721 0.892 0.4657 0.003605 1.0892 0.004685 81.524 6.77 0.117391944 1805.83 0.01587771
"1221" 0.73 0.91 0.451 0.00365 1.091 0.00455 61.22 6.8 0.12005962 1747.9 0.0161053
"1222" 0.739 0.928 0.4363 0.003695 1.0928 0.004415 40.916 6.83 0.122727296 1689.97 0.01633289
"1223" 0.748 0.946 0.4216 0.00374 1.0946 0.00428 20.612 6.86 0.125394972 1632.04 0.01656048
"1224" 0.757 0.964 0.4069 0.003785 1.0964 0.004145 3.692 6.89 0.128062648 1574.11 0.01678807
"1225" 0.766 0.982 0.3922 0.00383 1.0982 0.00401 23.996 6.92 0.130730324 1516.18 0.01701566
"1226" 0.775 1 0.3775 0.003875 1.1 0.003875 44.3000000000001 6.95 0.133398 1458.25 0.01724325
"1227" 0.784 0.982 0.3628 0.00392 1.0982 0.00374 64.604 6.98 0.130730324 1400.32 0.01747084
"1228" 0.793 0.964 0.3481 0.003965 1.0964 0.003605 84.908 7.01 0.128062648 1342.39 0.01769843
"1229" 0.802 0.946 0.3334 0.00401 1.0946 0.00347 67.988 7.04 0.125394972 1284.46 0.01792602
"1230" 0.811 0.928 0.3187 0.004055 1.0928 0.003335 47.684 7.07 0.122727296 1226.53 0.01815361
"1231" 0.82 0.91 0.304 0.0041 1.091 0.0032 27.3799999999999 7.1 0.12005962 1168.6 0.0183812
"1232" 0.829 0.892 0.2893 0.004145 1.0892 0.003065 7.07599999999995 7.13 0.117391944 1110.67 0.01860879
"1233" 0.838 0.874 0.2746 0.00419 1.0874 0.00293 17.228 7.16 0.114724268 1052.74 0.01883638
"1234" 0.847 0.856 0.2599 0.004235 1.0856 0.002795 37.532 7.19 0.112056592 994.81 0.01906397
"1235" 0.856 0.838 0.2452 0.00428 1.0838 0.00266 57.8360000000001 7.22 0.109388916 936.88 0.01929156
"1236" 0.865 0.82 0.2305 0.004325 1.082 0.002525 78.14 7.25 0.10672124 878.95 0.01951915
"1237" 0.874 0.802 0.2158 0.00437 1.0802 0.00239 74.7559999999999 7.28 0.104053564 821.02 0.01974674
"1238" 0.883 0.784 0.2011 0.004415 1.0784 0.002255 54.452 7.31 0.101385888 763.09 0.01997433
"1239" 0.892 0.766 0.1864 0.00446 1.0766 0.00212 34.148 7.34 0.098718212 705.16 0.02020192
"1240" 0.901 0.748 0.1717 0.004505 1.0748 0.001985 13.8439999999999 7.37 0.096050536 647.23 0.02042951
"1241" 0.91 0.73 0.157 0.00455 1.073 0.00185 10.46 7.4 0.09338286 589.3 0.0206571
"1242" 0.919 0.712 0.1423 0.004595 1.0712 0.001715 30.764 7.43 0.090715184 531.37 0.02088469
"1243" 0.928 0.694 0.1276 0.00464 1.0694 0.00158 51.068 7.46 0.088047508 473.44 0.02111228
"1244" 0.937 0.676 0.1129 0.004685 1.0676 0.001445 71.372 7.49 0.085379832 415.51 0.02133987
"1245" 0.946 0.658 0.0981999999999999 0.00473 1.0658 0.00131 81.5239999999999 7.52 0.082712156 357.58 0.02156746
"1246" 0.955 0.64 0.0834999999999998 0.004775 1.064 0.001175 61.2199999999998 7.55 0.08004448 299.649999999999 0.02179505
"1247" 0.964 0.622 0.0688 0.00482 1.0622 0.00104 40.916 7.58 0.077376804 241.72 0.02202264
"1248" 0.973 0.604 0.0541000000000001 0.004865 1.0604 0.000905000000000001 20.6120000000001 7.61 0.074709128 183.79 0.02225023
"1249" 0.982 0.586 0.0394 0.00491 1.0586 0.00077 3.692 7.64 0.072041452 125.86 0.02247782
"1250" 0.991 0.568 0.0247 0.004955 1.0568 0.000635 23.9960000000001 7.67 0.069373776 67.93 0.02270541
"1251" 1 0.55 0.01 0.005 1.055 5e-04 44.3000000000001 7.7 0.0667061 10 0.022933
"1252" 0.991 0.532 0.0247 0.004955 1.0532 0.000635 64.604 7.67 0.064038424 67.93 0.02270541
"1253" 0.982 0.514 0.0394 0.00491 1.0514 0.00077 84.9080000000001 7.64 0.061370748 125.86 0.02247782
"1254" 0.973 0.496 0.0541 0.004865 1.0496 0.000905 67.988 7.61 0.058703072 183.79 0.02225023
"1255" 0.964 0.478 0.0688000000000001 0.00482 1.0478 0.00104 47.6839999999999 7.58 0.056035396 241.72 0.02202264
"1256" 0.955 0.46 0.0835000000000001 0.004775 1.046 0.001175 27.3799999999999 7.55 0.05336772 299.65 0.02179505
"1257" 0.946 0.442 0.0982 0.00473 1.0442 0.00131 7.07599999999996 7.52 0.050700044 357.58 0.02156746
"1258" 0.937 0.424 0.1129 0.004685 1.0424 0.001445 17.2279999999999 7.49 0.048032368 415.51 0.02133987
"1259" 0.928 0.406 0.1276 0.00464 1.0406 0.00158 37.532 7.46 0.045364692 473.44 0.02111228
"1260" 0.919 0.388 0.1423 0.004595 1.0388 0.001715 57.8360000000001 7.43 0.042697016 531.37 0.02088469
"1261" 0.91 0.37 0.157 0.00455 1.037 0.00185 78.1400000000001 7.4 0.04002934 589.3 0.0206571
"1262" 0.901 0.352 0.1717 0.004505 1.0352 0.001985 74.7559999999998 7.37 0.037361664 647.230000000001 0.02042951
"1263" 0.892 0.334 0.1864 0.00446 1.0334 0.00212 54.4519999999999 7.34 0.034693988 705.16 0.02020192
"1264" 0.883 0.316 0.2011 0.004415 1.0316 0.002255 34.148 7.31 0.032026312 763.09 0.01997433
"1265" 0.874 0.298 0.2158 0.00437 1.0298 0.00239 13.8439999999999 7.28 0.029358636 821.02 0.01974674
"1266" 0.865 0.28 0.2305 0.004325 1.028 0.002525 10.4599999999999 7.25 0.02669096 878.95 0.01951915
"1267" 0.856 0.262 0.2452 0.00428 1.0262 0.00266 30.764 7.22 0.024023284 936.88 0.01929156
"1268" 0.847 0.244 0.2599 0.004235 1.0244 0.002795 51.0679999999999 7.19 0.021355608 994.81 0.01906397
"1269" 0.838 0.226 0.2746 0.00419 1.0226 0.00293 71.3720000000002 7.16 0.018687932 1052.74 0.01883638
"1270" 0.829 0.208 0.2893 0.004145 1.0208 0.003065 81.5239999999999 7.13 0.016020256 1110.67 0.01860879
"1271" 0.82 0.19 0.304 0.0041 1.019 0.0032 61.22 7.1 0.01335258 1168.6 0.0183812
"1272" 0.811 0.172 0.3187 0.004055 1.0172 0.003335 40.9159999999998 7.07 0.010684904 1226.53 0.01815361
"1273" 0.802 0.154 0.3334 0.00401 1.0154 0.00347 20.6119999999999 7.04 0.00801722799999999 1284.46 0.01792602
"1274" 0.793 0.136 0.3481 0.003965 1.0136 0.003605 3.69200000000018 7.01 0.00534955199999997 1342.39 0.01769843
"1275" 0.784 0.118 0.3628 0.00392 1.0118 0.00374 23.9960000000001 6.98 0.002681876 1400.32 0.01747084
"1276" 0.775 0.1 0.3775 0.003875 1.01 0.003875 44.2999999999999 6.95 1.42e-05 1458.25 0.01724325
"1277" 0.766 0.118 0.3922 0.00383 1.0118 0.00401 64.604 6.92 0.002681876 1516.18 0.01701566
"1278" 0.757 0.136 0.4069 0.003785 1.0136 0.004145 84.9079999999999 6.89 0.00534955199999997 1574.11 0.01678807
"1279" 0.748 0.154 0.4216 0.00374 1.0154 0.00428 67.9879999999998 6.86 0.00801722800000001 1632.04 0.01656048
