"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11"
"491" 0.64 0.37 0.0590000000000018 0.0041 1.064 0.00185 69.68 6.5 0.04002934 1554.8 0.0138294
"492" 0.631 0.388 0.176600000000001 0.003965 1.0631 0.00194 67.142 6.47 0.042697016 1496.87 0.01360181
"493" 0.622 0.406 0.2942 0.00383 1.0622 0.00203 64.604 6.44 0.045364692 1438.94 0.01337422
"494" 0.613 0.424 0.411800000000002 0.003695 1.0613 0.00212 62.066 6.41 0.048032368 1381.01 0.01314663
"495" 0.604 0.442 0.470600000000001 0.00356 1.0604 0.00221 59.528 6.38 0.050700044 1323.08 0.01291904
"496" 0.595 0.46 0.352999999999999 0.003425 1.0595 0.0023 56.99 6.35 0.05336772 1265.15 0.01269145
"497" 0.586 0.478 0.2354 0.00329 1.0586 0.00239 54.452 6.32 0.056035396 1207.22 0.01246386
"498" 0.577 0.496 0.117800000000001 0.003155 1.0577 0.00248 51.914 6.29 0.058703072 1149.29 0.01223627
"499" 0.568 0.514 0.0198000000000008 0.00302 1.0568 0.00257 49.376 6.26 0.061370748 1091.36 0.01200868
"500" 0.559 0.532 0.1374 0.002885 1.0559 0.00266 46.838 6.23 0.064038424 1033.43 0.01178109
"501" 0.55 0.55 0.255000000000002 0.00275 1.055 0.00275 44.3 6.2 0.0667061 975.499999999999 0.0115535
"502" 0.541 0.568 0.372600000000001 0.002615 1.0541 0.00284 41.762 6.17 0.069373776 917.569999999999 0.01132591
"503" 0.532 0.586 0.490200000000001 0.00248 1.0532 0.00293 39.224 6.14 0.072041452 859.64 0.01109832
"504" 0.523 0.604 0.3922 0.002345 1.0523 0.00302 36.686 6.11 0.074709128 801.71 0.01087073
"505" 0.514 0.622 0.274599999999999 0.00221 1.0514 0.00311 34.148 6.08 0.077376804 743.779999999999 0.01064314
"506" 0.505 0.64 0.156999999999999 0.002075 1.0505 0.0032 31.61 6.05 0.08004448 685.85 0.01041555
"507" 0.496 0.658 0.0394 0.00194 1.0496 0.00329 29.072 6.02 0.082712156 627.92 0.01018796
"508" 0.487 0.676 0.0981999999999993 0.001805 1.0487 0.00338 26.534 5.99 0.085379832 569.99 0.00996037
"509" 0.478 0.694 0.215800000000001 0.00167 1.0478 0.00347 23.996 5.96 0.088047508 512.06 0.00973278
"510" 0.469 0.712 0.3334 0.001535 1.0469 0.00356 21.458 5.93 0.090715184 454.13 0.00950519
"511" 0.46 0.73 0.451000000000002 0.0014 1.046 0.00365 18.92 5.9 0.09338286 396.199999999999 0.0092776
"512" 0.451 0.748 0.431399999999999 0.001265 1.0451 0.00374 16.382 5.87 0.096050536 338.269999999999 0.00905001
"513" 0.442 0.766 0.3138 0.00113 1.0442 0.00383 13.844 5.84 0.098718212 280.34 0.00882242
"514" 0.433 0.784 0.196199999999998 0.000994999999999998 1.0433 0.00392 11.306 5.81 0.101385888 222.409999999999 0.00859483
"515" 0.424 0.802 0.0786000000000009 0.000860000000000001 1.0424 0.00401 8.76800000000001 5.78 0.104053564 164.48 0.00836724
"516" 0.415 0.82 0.0590000000000006 0.000724999999999999 1.0415 0.0041 6.22999999999998 5.75 0.10672124 106.55 0.00813965
"517" 0.406 0.838 0.1766 0.00059 1.0406 0.00419 3.692 5.72 0.109388916 48.62 0.00791206
"518" 0.397 0.856 0.294200000000001 0.000545000000000003 1.0397 0.00428 2.84600000000005 5.69 0.112056592 29.3100000000012 0.00768447
"519" 0.388 0.874 0.411800000000001 0.00068 1.0388 0.00437 5.38400000000001 5.66 0.114724268 87.2400000000002 0.00745688
"520" 0.379 0.892 0.4706 0.000815 1.0379 0.00446 7.92200000000001 5.63 0.117391944 145.17 0.00722929
"521" 0.37 0.91 0.352999999999998 0.000950000000000002 1.037 0.00455 10.46 5.6 0.12005962 203.100000000001 0.0070017
"522" 0.361 0.928 0.235399999999999 0.001085 1.0361 0.00464 12.998 5.57 0.122727296 261.03 0.00677411
"523" 0.352 0.946 0.117799999999997 0.00122 1.0352 0.00473 15.5360000000001 5.54 0.125394972 318.960000000001 0.00654652
"524" 0.343 0.964 0.0197999999999997 0.001355 1.0343 0.00482 18.074 5.51 0.128062648 376.89 0.00631893
"525" 0.334 0.982 0.137400000000001 0.00149 1.0334 0.00491 20.612 5.48 0.130730324 434.820000000001 0.00609134
"526" 0.325 1 0.255000000000001 0.001625 1.0325 0.005 23.15 5.45 0.133398 492.75 0.00586375
"527" 0.316 0.982 0.3726 0.00176 1.0316 0.00491 25.688 5.42 0.130730324 550.68 0.00563616
"528" 0.307 0.964 0.490200000000001 0.001895 1.0307 0.00482 28.226 5.39 0.128062648 608.610000000001 0.00540857
"529" 0.298 0.946 0.392199999999999 0.00203 1.0298 0.00473 30.764 5.36 0.125394972 666.54 0.00518098
"530" 0.289 0.928 0.2746 0.002165 1.0289 0.00464 33.302 5.33 0.122727296 724.47 0.00495339
"531" 0.28 0.91 0.157000000000001 0.0023 1.028 0.00455 35.84 5.3 0.12005962 782.4 0.0047258
"532" 0.271 0.892 0.0393999999999968 0.002435 1.0271 0.00446 38.3780000000001 5.27 0.117391944 840.330000000002 0.00449820999999999
"533" 0.262 0.874 0.0982000000000003 0.00257 1.0262 0.00437 40.916 5.24 0.114724268 898.26 0.00427061999999999
"534" 0.253 0.856 0.215800000000002 0.002705 1.0253 0.00428 43.454 5.21 0.112056592 956.190000000001 0.00404303
"535" 0.244 0.838 0.333399999999999 0.00284 1.0244 0.00419 45.992 5.18 0.109388916 1014.12 0.00381544
"536" 0.235 0.82 0.451000000000001 0.002975 1.0235 0.0041 48.53 5.15 0.10672124 1072.05 0.00358785
"537" 0.226 0.802 0.431399999999998 0.00311 1.0226 0.00401 51.068 5.12 0.104053564 1129.98 0.00336026
"538" 0.217 0.784 0.313799999999999 0.003245 1.0217 0.00392 53.606 5.09 0.101385888 1187.91 0.00313267
"539" 0.208 0.766 0.196199999999999 0.00338 1.0208 0.00383 56.144 5.06 0.098718212 1245.84 0.00290508
"540" 0.199 0.748 0.0785999999999999 0.003515 1.0199 0.00374 58.682 5.03 0.096050536 1303.77 0.00267749
"541" 0.19 0.73 0.0589999999999993 0.00365 1.019 0.00365 61.22 5 0.09338286 1361.7 0.0024499
"542" 0.181 0.712 0.176600000000001 0.003785 1.0181 0.00356 63.758 4.97 0.090715184 1419.63 0.00222231
"543" 0.172 0.694 0.294200000000002 0.00392 1.0172 0.00347 66.296 4.94 0.088047508 1477.56 0.00199472
"544" 0.163 0.676 0.4118 0.004055 1.0163 0.00338 68.834 4.91 0.085379832 1535.49 0.00176713
"545" 0.154 0.658 0.470599999999999 0.00419 1.0154 0.00329 71.372 4.88 0.082712156 1593.42 0.00153954
"546" 0.145 0.64 0.353000000000002 0.004325 1.0145 0.0032 73.91 4.85 0.08004448 1651.35 0.00131195
"547" 0.136 0.622 0.235399999999998 0.00446 1.0136 0.00311 76.448 4.82 0.077376804 1709.28 0.00108436
"548" 0.127 0.604 0.117799999999999 0.004595 1.0127 0.00302 78.986 4.79 0.074709128 1767.21 0.000856770000000001
"549" 0.118 0.586 0.0198000000000005 0.00473 1.0118 0.00293 81.524 4.76 0.072041452 1825.14 0.00062918
"550" 0.109 0.568 0.1374 0.004865 1.0109 0.00284 84.062 4.73 0.069373776 1883.07 0.000401589999999989
"551" 0.1 0.55 0.254999999999999 0.005 1.01 0.00275 86.6 4.7 0.0667061 1941 0.000174
"552" 0.109000000000001 0.532 0.372600000000003 0.004865 1.0109 0.00266 84.0619999999999 4.73 0.064038424 1883.07 0.000401590000000014
"553" 0.118 0.514 0.4902 0.00473 1.0118 0.00257 81.524 4.76 0.061370748 1825.14 0.00062918
"554" 0.127 0.496 0.392199999999998 0.004595 1.0127 0.00248 78.986 4.79 0.058703072 1767.21 0.000856770000000001
"555" 0.136 0.478 0.274600000000001 0.00446 1.0136 0.00239 76.448 4.82 0.056035396 1709.28 0.00108436
"556" 0.145 0.46 0.157 0.004325 1.0145 0.0023 73.91 4.85 0.05336772 1651.35 0.00131195
"557" 0.154 0.442 0.039399999999998 0.00419 1.0154 0.00221 71.372 4.88 0.050700044 1593.42 0.00153954
"558" 0.163 0.424 0.0982000000000013 0.004055 1.0163 0.00212 68.834 4.91 0.048032368 1535.49 0.00176713
"559" 0.172 0.406 0.215800000000001 0.00392 1.0172 0.00203 66.296 4.94 0.045364692 1477.56 0.00199472
"560" 0.181 0.388 0.3334 0.003785 1.0181 0.00194 63.758 4.97 0.042697016 1419.63 0.00222231
"561" 0.19 0.37 0.450999999999999 0.00365 1.019 0.00185 61.22 5 0.04002934 1361.7 0.0024499
"562" 0.199 0.352 0.431399999999999 0.003515 1.0199 0.00176 58.682 5.03 0.0373616639999999 1303.77 0.00267749
"563" 0.208 0.334 0.313799999999998 0.00338 1.0208 0.00167 56.1439999999999 5.06 0.034693988 1245.84 0.00290508
"564" 0.217 0.316 0.196200000000001 0.003245 1.0217 0.00158 53.606 5.09 0.032026312 1187.91 0.00313267
"565" 0.226 0.298 0.0785999999999989 0.00311 1.0226 0.00149 51.068 5.12 0.029358636 1129.98 0.00336026
"566" 0.235 0.28 0.0590000000000025 0.002975 1.0235 0.0014 48.5299999999999 5.15 0.0266909599999999 1072.05 0.00358785
"567" 0.244 0.262 0.176600000000002 0.00284 1.0244 0.00131 45.992 5.18 0.024023284 1014.12 0.00381544
"568" 0.253 0.244 0.294200000000001 0.002705 1.0253 0.00122 43.454 5.21 0.021355608 956.189999999999 0.00404303
"569" 0.262 0.226 0.411800000000001 0.00257 1.0262 0.00113 40.916 5.24 0.018687932 898.26 0.00427062
"570" 0.271 0.208 0.4706 0.002435 1.0271 0.00104 38.378 5.27 0.016020256 840.33 0.00449821
"571" 0.28 0.19 0.352999999999999 0.0023 1.028 0.000949999999999998 35.84 5.3 0.0133525799999999 782.399999999999 0.0047258
"572" 0.289 0.172 0.235399999999997 0.002165 1.0289 0.000859999999999998 33.3019999999999 5.33 0.0106849039999999 724.469999999998 0.00495339
"573" 0.298 0.154 0.1178 0.00203 1.0298 0.000769999999999999 30.764 5.36 0.00801722799999996 666.54 0.00518098
"574" 0.307 0.136 0.0198000000000016 0.001895 1.0307 0.000679999999999999 28.226 5.39 0.00534955199999997 608.609999999999 0.00540857
"575" 0.316 0.118 0.137399999999999 0.00176 1.0316 0.00059 25.688 5.42 0.002681876 550.680000000001 0.00563616
"576" 0.325 0.1 0.255 0.001625 1.0325 5e-04 23.15 5.45 1.42e-05 492.75 0.00586375
"577" 0.334 0.118000000000001 0.372600000000002 0.00149 1.0334 0.000590000000000003 20.612 5.48 0.00268187600000008 434.819999999999 0.00609134
"578" 0.343 0.136 0.490200000000003 0.001355 1.0343 0.00068 18.0739999999999 5.51 0.00534955200000001 376.889999999998 0.00631893
"579" 0.352 0.154 0.392199999999999 0.00122 1.0352 0.00077 15.536 5.54 0.00801722800000001 318.96 0.00654652
"580" 0.361 0.172 0.274600000000002 0.001085 1.0361 0.00086 12.9980000000001 5.57 0.010684904 261.030000000001 0.00677411
"581" 0.37 0.19 0.156999999999996 0.000949999999999996 1.037 0.000950000000000002 10.4599999999999 5.6 0.01335258 203.099999999998 0.0070017
"582" 0.379 0.208 0.0393999999999993 0.000814999999999999 1.0379 0.00104 7.92199999999998 5.63 0.016020256 145.169999999999 0.00722929
"583" 0.388 0.226 0.0982000000000023 0.000679999999999997 1.0388 0.00113 5.38399999999994 5.66 0.018687932 87.2399999999986 0.00745688
"584" 0.397 0.244 0.215799999999999 0.000545000000000003 1.0397 0.00122 2.84600000000005 5.69 0.021355608 29.3100000000012 0.00768447
"585" 0.406 0.262 0.333400000000001 0.00059 1.0406 0.00131 3.692 5.72 0.024023284 48.62 0.00791206
"586" 0.415 0.28 0.451000000000002 0.000725000000000003 1.0415 0.0014 6.23000000000005 5.75 0.0266909600000001 106.550000000001 0.00813965000000001
"587" 0.424 0.298 0.431399999999996 0.000860000000000005 1.0424 0.00149 8.76800000000009 5.78 0.029358636 164.480000000002 0.00836724
"588" 0.433 0.316 0.313799999999999 0.000995000000000001 1.0433 0.00158 11.306 5.81 0.032026312 222.410000000001 0.00859483
"589" 0.442 0.334 0.196200000000002 0.00113 1.0442 0.00167 13.844 5.84 0.034693988 280.339999999999 0.00882242
"590" 0.451 0.352 0.0786000000000002 0.001265 1.0451 0.00176 16.382 5.87 0.037361664 338.27 0.00905001
"591" 0.46 0.37 0.0590000000000013 0.0014 1.046 0.00185 18.92 5.9 0.0400293400000001 396.200000000001 0.00927760000000001
"592" 0.469 0.388 0.176600000000003 0.001535 1.0469 0.00194 21.4580000000001 5.93 0.042697016 454.130000000001 0.00950519
"593" 0.478 0.406 0.2942 0.00167 1.0478 0.00203 23.996 5.96 0.045364692 512.06 0.00973278
"594" 0.487 0.424 0.411800000000002 0.001805 1.0487 0.00212 26.534 5.99 0.048032368 569.990000000001 0.00996037
"595" 0.496 0.442 0.470600000000001 0.00194 1.0496 0.00221 29.072 6.02 0.050700044 627.919999999999 0.01018796
"596" 0.505 0.46 0.352999999999995 0.00207500000000001 1.0505 0.0023 31.6100000000001 6.05 0.05336772 685.850000000002 0.01041555
"597" 0.514 0.478 0.235399999999998 0.00221 1.0514 0.00239 34.148 6.08 0.056035396 743.780000000001 0.01064314
"598" 0.523 0.496 0.117800000000001 0.002345 1.0523 0.00248 36.686 6.11 0.058703072 801.709999999999 0.01087073
"599" 0.532 0.514 0.0198000000000005 0.00248 1.0532 0.00257 39.224 6.14 0.061370748 859.64 0.01109832
"600" 0.541 0.532 0.137400000000002 0.002615 1.0541 0.00266 41.762 6.17 0.064038424 917.570000000001 0.01132591
"601" 0.55 0.55 0.255 0.00275 1.055 0.00275 44.3 6.2 0.0667061 975.5 0.0115535
"602" 0.559 0.568 0.2697 0.00383 1.0559 0.00284 46.838 6.23 0.069373776 1033.43 0.01178109
"603" 0.568 0.586 0.2844 0.00491 1.0568 0.00293 49.376 6.26 0.072041452 1091.36 0.01200868
"604" 0.577 0.604 0.2991 0.00401 1.0577 0.00302 51.914 6.29 0.074709128 1149.29 0.01223627
"605" 0.586 0.622 0.3138 0.00293 1.0586 0.00311 54.452 6.32 0.077376804 1207.22 0.01246386
"606" 0.595 0.64 0.3285 0.00185 1.0595 0.0032 56.99 6.35 0.08004448 1265.15 0.01269145
"607" 0.604 0.658 0.3432 0.00077 1.0604 0.00329 59.528 6.38 0.082712156 1323.08 0.01291904
"608" 0.613 0.676 0.3579 0.00131 1.0613 0.00338 62.066 6.41 0.085379832 1381.01 0.01314663
"609" 0.622 0.694 0.3726 0.00239 1.0622 0.00347 64.604 6.44 0.088047508 1438.94 0.01337422
"610" 0.631 0.712 0.3873 0.00347 1.0631 0.00356 67.142 6.47 0.090715184 1496.87 0.01360181
"611" 0.64 0.73 0.402 0.00455 1.064 0.00365 69.68 6.5 0.09338286 1554.8 0.0138294
"612" 0.649 0.748 0.4167 0.00437 1.0649 0.00374 72.218 6.53 0.096050536 1612.73 0.01405699
"613" 0.658 0.766 0.4314 0.00329 1.0658 0.00383 74.756 6.56 0.098718212 1670.66 0.01428458
"614" 0.667 0.784 0.4461 0.00221 1.0667 0.00392 77.294 6.59 0.101385888 1728.59 0.01451217
"615" 0.676 0.802 0.4608 0.00113 1.0676 0.00401 79.832 6.62 0.104053564 1786.52 0.01473976
"616" 0.685 0.82 0.4755 0.000950000000000002 1.0685 0.0041 82.37 6.65 0.10672124 1844.45 0.01496735
"617" 0.694 0.838 0.4902 0.00203 1.0694 0.00419 84.908 6.68 0.109388916 1902.38 0.01519494
"618" 0.703 0.856 0.4951 0.00311 1.0703 0.00428 85.754 6.71 0.112056592 1921.69 0.01542253
"619" 0.712 0.874 0.4804 0.00419 1.0712 0.00437 83.216 6.74 0.114724268 1863.76 0.01565012
"620" 0.721 0.892 0.4657 0.00473 1.0721 0.00446 80.678 6.77 0.117391944 1805.83 0.01587771
"621" 0.73 0.91 0.451 0.00365 1.073 0.00455 78.14 6.8 0.12005962 1747.9 0.0161053
"622" 0.739 0.928 0.4363 0.00257 1.0739 0.00464 75.602 6.83 0.122727296 1689.97 0.01633289
"623" 0.748 0.946 0.4216 0.00149 1.0748 0.00473 73.064 6.86 0.125394972 1632.04 0.01656048
"624" 0.757 0.964 0.4069 0.00059 1.0757 0.00482 70.526 6.89 0.128062648 1574.11 0.01678807
"625" 0.766 0.982 0.3922 0.00167 1.0766 0.00491 67.988 6.92 0.130730324 1516.18 0.01701566
"626" 0.775 1 0.3775 0.00275 1.0775 0.005 65.45 6.95 0.133398 1458.25 0.01724325
"627" 0.784 0.982 0.3628 0.00383 1.0784 0.00491 62.912 6.98 0.130730324 1400.32 0.01747084
"628" 0.793 0.964 0.3481 0.00491 1.0793 0.00482 60.374 7.01 0.128062648 1342.39 0.01769843
"629" 0.802 0.946 0.3334 0.00401 1.0802 0.00473 57.836 7.04 0.125394972 1284.46 0.01792602
"630" 0.811 0.928 0.3187 0.00293 1.0811 0.00464 55.298 7.07 0.122727296 1226.53 0.01815361
"631" 0.82 0.91 0.304 0.00185 1.082 0.00455 52.76 7.1 0.12005962 1168.6 0.0183812
"632" 0.829 0.892 0.2893 0.000769999999999997 1.0829 0.00446 50.222 7.13 0.117391944 1110.67 0.01860879
"633" 0.838 0.874 0.2746 0.00131 1.0838 0.00437 47.684 7.16 0.114724268 1052.74 0.01883638
"634" 0.847 0.856 0.2599 0.00239 1.0847 0.00428 45.146 7.19 0.112056592 994.81 0.01906397
"635" 0.856 0.838 0.2452 0.00347000000000001 1.0856 0.00419 42.608 7.22 0.109388916 936.88 0.01929156
"636" 0.865 0.82 0.2305 0.00455 1.0865 0.0041 40.07 7.25 0.10672124 878.95 0.01951915
"637" 0.874 0.802 0.2158 0.00437 1.0874 0.00401 37.532 7.28 0.104053564 821.02 0.01974674
"638" 0.883 0.784 0.2011 0.00329 1.0883 0.00392 34.994 7.31 0.101385888 763.09 0.01997433
"639" 0.892 0.766 0.1864 0.00221 1.0892 0.00383 32.456 7.34 0.098718212 705.16 0.02020192
"640" 0.901 0.748 0.1717 0.00113 1.0901 0.00374 29.918 7.37 0.096050536 647.23 0.02042951
"641" 0.91 0.73 0.157 0.000949999999999998 1.091 0.00365 27.38 7.4 0.09338286 589.3 0.0206571
"642" 0.919 0.712 0.1423 0.00203 1.0919 0.00356 24.842 7.43 0.090715184 531.37 0.02088469
"643" 0.928 0.694 0.1276 0.00311 1.0928 0.00347 22.304 7.46 0.088047508 473.44 0.02111228
"644" 0.937 0.676 0.1129 0.00419 1.0937 0.00338 19.766 7.49 0.085379832 415.51 0.02133987
"645" 0.946 0.658 0.0981999999999999 0.00473 1.0946 0.00329 17.228 7.52 0.082712156 357.58 0.02156746
"646" 0.955 0.64 0.0834999999999998 0.00364999999999999 1.0955 0.0032 14.69 7.55 0.08004448 299.649999999999 0.02179505
"647" 0.964 0.622 0.0688 0.00257 1.0964 0.00311 12.152 7.58 0.077376804 241.72 0.02202264
"648" 0.973 0.604 0.0541000000000001 0.00149 1.0973 0.00302 9.61400000000001 7.61 0.074709128 183.79 0.02225023
"649" 0.982 0.586 0.0394 0.00059 1.0982 0.00293 7.076 7.64 0.072041452 125.86 0.02247782
"650" 0.991 0.568 0.0247 0.00167 1.0991 0.00284 4.538 7.67 0.069373776 67.93 0.02270541
"651" 1 0.55 0.01 0.00275000000000001 1.1 0.00275 2 7.7 0.0667061 10 0.022933
"652" 0.991 0.532 0.0247 0.00383 1.0991 0.00266 4.538 7.67 0.064038424 67.93 0.02270541
"653" 0.982 0.514 0.0394 0.00491 1.0982 0.00257 7.076 7.64 0.061370748 125.86 0.02247782
"654" 0.973 0.496 0.0541 0.00401 1.0973 0.00248 9.614 7.61 0.058703072 183.79 0.02225023
"655" 0.964 0.478 0.0688000000000001 0.00293 1.0964 0.00239 12.152 7.58 0.056035396 241.72 0.02202264
"656" 0.955 0.46 0.0835000000000001 0.00184999999999999 1.0955 0.0023 14.69 7.55 0.05336772 299.65 0.02179505
"657" 0.946 0.442 0.0982 0.000769999999999998 1.0946 0.00221 17.228 7.52 0.050700044 357.58 0.02156746
"658" 0.937 0.424 0.1129 0.00131 1.0937 0.00212 19.766 7.49 0.048032368 415.51 0.02133987
"659" 0.928 0.406 0.1276 0.00239 1.0928 0.00203 22.304 7.46 0.045364692 473.44 0.02111228
"660" 0.919 0.388 0.1423 0.00347 1.0919 0.00194 24.842 7.43 0.042697016 531.37 0.02088469
"661" 0.91 0.37 0.157 0.00455000000000001 1.091 0.00185 27.38 7.4 0.04002934 589.3 0.0206571
"662" 0.901 0.352 0.1717 0.00436999999999999 1.0901 0.00176 29.918 7.37 0.037361664 647.230000000001 0.02042951
"663" 0.892 0.334 0.1864 0.00328999999999999 1.0892 0.00167 32.456 7.34 0.034693988 705.16 0.02020192
"664" 0.883 0.316 0.2011 0.00221 1.0883 0.00158 34.994 7.31 0.032026312 763.09 0.01997433
"665" 0.874 0.298 0.2158 0.00113 1.0874 0.00149 37.532 7.28 0.029358636 821.02 0.01974674
"666" 0.865 0.28 0.2305 0.000949999999999997 1.0865 0.0014 40.07 7.25 0.02669096 878.95 0.01951915
"667" 0.856 0.262 0.2452 0.00203 1.0856 0.00131 42.608 7.22 0.024023284 936.88 0.01929156
"668" 0.847 0.244 0.2599 0.00311 1.0847 0.00122 45.146 7.19 0.021355608 994.81 0.01906397
"669" 0.838 0.226 0.2746 0.00419000000000001 1.0838 0.00113 47.684 7.16 0.018687932 1052.74 0.01883638
"670" 0.829 0.208 0.2893 0.00473 1.0829 0.00104 50.222 7.13 0.016020256 1110.67 0.01860879
"671" 0.82 0.19 0.304 0.00365 1.082 0.00095 52.76 7.1 0.01335258 1168.6 0.0183812
"672" 0.811 0.172 0.3187 0.00256999999999999 1.0811 0.00086 55.298 7.07 0.010684904 1226.53 0.01815361
"673" 0.802 0.154 0.3334 0.00149 1.0802 0.00077 57.836 7.04 0.00801722799999999 1284.46 0.01792602
"674" 0.793 0.136 0.3481 0.00059000000000001 1.0793 0.000679999999999999 60.374 7.01 0.00534955199999997 1342.39 0.01769843
"675" 0.784 0.118 0.3628 0.00167 1.0784 0.00059 62.912 6.98 0.002681876 1400.32 0.01747084
"676" 0.775 0.1 0.3775 0.00275 1.0775 5e-04 65.45 6.95 1.42e-05 1458.25 0.01724325
"677" 0.766 0.118 0.3922 0.00383 1.0766 0.00059 67.988 6.92 0.002681876 1516.18 0.01701566
"678" 0.757 0.136 0.4069 0.00491 1.0757 0.000679999999999999 70.526 6.89 0.00534955199999997 1574.11 0.01678807
"679" 0.748 0.154 0.4216 0.00400999999999999 1.0748 0.00077 73.064 6.86 0.00801722800000001 1632.04 0.01656048
"680" 0.739 0.172 0.4363 0.00293 1.0739 0.00086 75.602 6.83 0.010684904 1689.97 0.01633289
"681" 0.73 0.19 0.451 0.00185 1.073 0.00095 78.14 6.8 0.01335258 1747.9 0.0161053
"682" 0.721 0.208 0.4657 0.00076999999999999 1.0721 0.00104 80.678 6.77 0.016020256 1805.83 0.01587771
"683" 0.712 0.226 0.4804 0.00131 1.0712 0.00113 83.216 6.74 0.018687932 1863.76 0.01565012
"684" 0.703 0.244 0.4951 0.00239000000000001 1.0703 0.00122 85.754 6.71 0.021355608 1921.69 0.01542253
"685" 0.694 0.262 0.4902 0.00347 1.0694 0.00131 84.908 6.68 0.024023284 1902.38 0.01519494
"686" 0.685 0.28 0.4755 0.00455000000000001 1.0685 0.0014 82.37 6.65 0.02669096 1844.45 0.01496735
"687" 0.676 0.298 0.4608 0.00437 1.0676 0.00149 79.832 6.62 0.029358636 1786.52 0.01473976
"688" 0.667 0.316 0.4461 0.00329000000000001 1.0667 0.00158 77.294 6.59 0.032026312 1728.59 0.01451217
"689" 0.658 0.334 0.4314 0.00220999999999999 1.0658 0.00167 74.756 6.56 0.034693988 1670.66 0.01428458
"690" 0.649 0.352 0.4167 0.00113 1.0649 0.00176 72.218 6.53 0.037361664 1612.73 0.01405699
"691" 0.64 0.37 0.402 0.000950000000000016 1.064 0.00185 69.68 6.5 0.04002934 1554.8 0.0138294
"692" 0.631 0.388 0.3873 0.00203000000000001 1.0631 0.00194 67.142 6.47 0.042697016 1496.87 0.01360181
"693" 0.622 0.406 0.3726 0.00311 1.0622 0.00203 64.604 6.44 0.045364692 1438.94 0.01337422
"694" 0.613 0.424 0.3579 0.00419000000000002 1.0613 0.00212 62.066 6.41 0.048032368 1381.01 0.01314663
"695" 0.604 0.442 0.3432 0.00473000000000001 1.0604 0.00221 59.528 6.38 0.050700044 1323.08 0.01291904
"696" 0.595 0.46 0.3285 0.00364999999999999 1.0595 0.0023 56.99 6.35 0.05336772 1265.15 0.01269145
"697" 0.586 0.478 0.3138 0.00257 1.0586 0.00239 54.452 6.32 0.056035396 1207.22 0.01246386
"698" 0.577 0.496 0.2991 0.00149000000000001 1.0577 0.00248 51.914 6.29 0.058703072 1149.29 0.01223627
"699" 0.568 0.514 0.2844 0.000590000000000007 1.0568 0.00257 49.376 6.26 0.061370748 1091.36 0.01200868
"700" 0.559 0.532 0.2697 0.00167 1.0559 0.00266 46.838 6.23 0.064038424 1033.43 0.01178109
"701" 0.55 0.55 0.255 0.00275000000000002 1.055 0.00275 44.3 6.2 0.0667061 975.499999999999 0.0115535
"702" 0.541 0.568 0.2403 0.00383000000000001 1.0541 0.00284 41.762 6.17 0.069373776 917.569999999999 0.01132591
"703" 0.532 0.586 0.2256 0.00491 1.0532 0.00293 39.224 6.14 0.072041452 859.64 0.01109832
"704" 0.523 0.604 0.2109 0.00401 1.0523 0.00302 36.686 6.11 0.074709128 801.71 0.01087073
"705" 0.514 0.622 0.1962 0.00292999999999999 1.0514 0.00311 34.148 6.08 0.077376804 743.779999999999 0.01064314
"706" 0.505 0.64 0.1815 0.00184999999999999 1.0505 0.0032 31.61 6.05 0.08004448 685.85 0.01041555
"707" 0.496 0.658 0.1668 0.00077 1.0496 0.00329 29.072 6.02 0.082712156 627.92 0.01018796
"708" 0.487 0.676 0.1521 0.00130999999999999 1.0487 0.00338 26.534 5.99 0.085379832 569.99 0.00996037
"709" 0.478 0.694 0.1374 0.00239000000000001 1.0478 0.00347 23.996 5.96 0.088047508 512.06 0.00973278
"710" 0.469 0.712 0.1227 0.00347 1.0469 0.00356 21.458 5.93 0.090715184 454.13 0.00950519
"711" 0.46 0.73 0.108 0.00455000000000002 1.046 0.00365 18.92 5.9 0.09338286 396.199999999999 0.0092776
"712" 0.451 0.748 0.0932999999999998 0.00436999999999999 1.0451 0.00374 16.382 5.87 0.096050536 338.269999999999 0.00905001
"713" 0.442 0.766 0.0785999999999999 0.00329 1.0442 0.00383 13.844 5.84 0.098718212 280.34 0.00882242
"714" 0.433 0.784 0.0638999999999997 0.00220999999999998 1.0433 0.00392 11.306 5.81 0.101385888 222.409999999999 0.00859483
"715" 0.424 0.802 0.0492000000000001 0.00113000000000001 1.0424 0.00401 8.76800000000001 5.78 0.104053564 164.48 0.00836724
"716" 0.415 0.82 0.0344999999999999 0.000950000000000006 1.0415 0.0041 6.22999999999998 5.75 0.10672124 106.55 0.00813965
"717" 0.406 0.838 0.0198 0.00203 1.0406 0.00419 3.692 5.72 0.109388916 48.62 0.00791206
"718" 0.397 0.856 0.0149000000000003 0.00311000000000001 1.0397 0.00428 2.84600000000005 5.69 0.112056592 29.3100000000012 0.00768447
"719" 0.388 0.874 0.0296 0.00419000000000001 1.0388 0.00437 5.38400000000001 5.66 0.114724268 87.2400000000002 0.00745688
"720" 0.379 0.892 0.0443 0.00473 1.0379 0.00446 7.92200000000001 5.63 0.117391944 145.17 0.00722929
"721" 0.37 0.91 0.0590000000000002 0.00364999999999999 1.037 0.00455 10.46 5.6 0.12005962 203.100000000001 0.0070017
