"Date","Observed-tc","Simulated-tc"
"2021-06-02",5.909090909,5.74649362743217
"2021-06-19",3.909090909,4.37983941287036
"2021-07-20",7.5,5.08627970566864
"2021-03-13",4.4,6.45073915191657
"2021-05-29",3.75,4.63240710958512
"2021-07-20",5.047619048,6.73650933920337
"2021-10-25",8.823529412,3.70072874481845
"2021-03-13",6.761904762,3.17767480824793
"2021-05-30",4.916666667,6.09360009704437
"2021-06-19",14.09090909,11.8906557420259
"2021-10-25",4.476190476,4.04934107795285
