date	1	2	3	4	5
2016-12-04	0	0	0	0.200000016	0
2016-12-05	0	0	0	0	0
2016-12-06	0	0	0	0	0
2016-12-07	0	0	0	0	0
2016-12-08	0	0.100000008	0	0	0.100000008
2016-12-09	0	0	0	0	0
2016-12-10	0	0	0	0	0
2016-12-11	0	0	0	0	0
2016-12-12	0	0	0	0	0
2016-12-13	10.30000008	0	11.4	13.40000016	0
2016-12-14	2.20000008	0.100000008	1.400000016	1.60000008	0.100000008
2016-12-15	0	1.000000032	0	0	1.000000032
2016-12-16	0	0	0	0.100000008	0
2016-12-17	0	0	0	0.200000016	0
2016-12-18	0	0	0	0	0
2016-12-19	0	0	0	0	0
2016-12-20	8.6000004	11.29999992	10.80000048	13.40000016	11.29999992
2016-12-21	24.9	36.9	23.7	28.6000008	36.9
2016-12-22	0	1.899999984	0.200000016	0.100000008	1.899999984
2016-12-23	0	0.6	0	0	0.6
2016-12-24	0	0	0	0	0
2016-12-25	7.59999984	3.59999976	9	10.80000048	3.59999976
2016-12-26	10.3999992	2.499999936	9.30000048	10.8999996	2.499999936
2016-12-27	0.100000008	1.5	0.200000016	0.100000008	1.5
2016-12-28	0	1.100000016	0	0	1.100000016
2016-12-29	0	0.700000008	0	0	0.700000008
2016-12-30	0	0	0	0	0
2016-12-31	0	0	0	0	0
2017-01-01	0	0	0	0	0
2017-01-02	0	0.100000008	0.400000032	0	0.100000008
2017-01-03	0.100000008	0	0.200000016	0.100000008	0
2017-01-04	1.400000016	1.299999912	2.1	2.499999936	1.299999912
2017-01-05	24.2999976	6.50000016	30	37.5999984	6.50000016
2017-01-06	12.69999936	15.09999984	12.3	14.8000008	15.09999984
2017-01-07	10.19999952	13.1000004	11.4	11.00000016	13.1000004
2017-01-08	0	0	0	0	0
2017-01-09	0.100000008	0	0	0	0
2017-01-10	0	0	0	0	0
2017-01-11	0	0	0	0	0
2017-01-12	0	0	0	0	0
2017-01-13	0	0	0.100000008	0.100000008	0
2017-01-14	0	0	0	0	0
2017-01-15	0	0	0	0	0
2017-01-16	0	0	0	0	0
2017-01-17	0	0	0	0	0
2017-01-18	0	0	0	0.200000016	0
2017-01-19	0.700000008	0.3	0.200000016	0.700000008	0.3
2017-01-20	0	0	0	0	0
2017-01-21	0	0	0	0	0
2017-01-22	0	0	0	0	0
2017-01-23	0	0	0	0	0
2017-01-24	0	0	0	0	0
2017-01-25	0	0	0	0	0
2017-01-26	0	0	0	0.100000008	0
2017-01-27	0	0	0	0	0
2017-01-28	0	0	0	0	0
2017-01-29	0	0	0.3	0.6	0
2017-01-30	0	0	0	0	0
2017-01-31	0	0	0	0	0
2017-02-01	0	0	0	0.100000008	0
2017-02-02	0	0.100000008	0.100000008	0.200000016	0.100000008
2017-02-03	2.20000008	3.3	3.49999992	4.09999992	3.3
2017-02-04	0	0	0.200000016	0.100000008	0
2017-02-05	0	0	0	0	0
2017-02-06	0	0	0	0	0
2017-02-07	0	0	0.100000008	0.3	0
2017-02-08	4.8	6.9	6	8.80000008	6.9
2017-02-09	0	0	0.100000008	0.100000008	0
2017-02-10	0	0	0	0.100000008	0
2017-02-11	0	0	0	0	0
2017-02-12	0	0	0	0	0
2017-02-13	0	0	0	0	0
2017-02-14	0	0	0	0	0
2017-02-15	0	0	0	0	0
2017-02-16	0.100000008	0.100000008	0.3	0.899999952	0.100000008
2017-02-17	0	0	0	0	0
2017-02-18	0	0	0	0	0
2017-02-19	0	0	0	0	0
2017-02-20	1.299999912	2.499999936	1.5	0.400000032	2.499999936
2017-02-21	6.6	8.49999984	6.19999992	7.19999952	8.49999984
2017-02-22	16.9999992	21.09999984	23.2999992	22.7000016	21.09999984
2017-02-23	0	0.100000008	0	0	0.100000008
2017-02-24	0	0	0	0	0
2017-02-25	0	0	0	0	0
2017-02-26	0	0	0	0	0
2017-02-27	0	0	0	0	0
2017-02-28	0	0	0	0	0
2017-03-01	0	0	0	0	0
2017-03-02	0	0	0	0	0
2017-03-03	0	0	0	0	0
2017-03-04	1.899999984	2.59999992	2.29999992	3	2.59999992
2017-03-05	3.09999984	4.30000008	4.69999992	4.8	4.30000008
2017-03-06	0	0	0	0	0
2017-03-07	0	0	0	0	0
2017-03-08	0	0	0	0	0
2017-03-09	0	0	0	0	0
2017-03-10	0	0	0	0	0
2017-03-11	0	0	0	0	0
2017-03-12	5.1999996	6.19999992	3.90000024	4.59999984	6.19999992
2017-03-13	13.3000008	13.9999992	14.8000008	18.89999904	13.9999992
2017-03-14	0.100000008	0	0	0.100000008	0
2017-03-15	0	0	0	0	0
2017-03-16	0	0	0	0	0
2017-03-17	0	0	0	0	0
2017-03-18	0	0	0.100000008	0	0
2017-03-19	4.90000008	6.50000016	5.59999992	4.09999992	6.50000016
2017-03-20	3.49999992	4.69999992	9	7.80000048	4.69999992
2017-03-21	0	0	0	0	0
2017-03-22	4.90000008	6.09999984	6.19999992	8.1	6.09999984
2017-03-23	0	0	0.100000008	0	0
2017-03-24	7.80000048	8.20000008	7.90000032	9.6	8.20000008
2017-03-25	0	0	0	0.100000008	0
2017-03-26	0	0	0	0	0
2017-03-27	0	0	0	0	0
2017-03-28	0	0	0	0	0
2017-03-29	0	0	0	0	0
2017-03-30	7.80000048	11.29999992	9.99999984	15.3999996	11.29999992
2017-03-31	4.5	4.99999992	4.00000008	3.79999992	4.99999992
2017-04-01	0	0	0	0	0
2017-04-02	0	0	0	0	0
2017-04-03	0	0	0	0	0
2017-04-04	3.40000008	4.30000008	2.59999992	2.20000008	4.30000008
2017-04-05	3.3	3.59999976	4.69999992	4.59999984	3.59999976
2017-04-06	15.89999904	18.7999992	18.2000016	27.2999976	18.7999992
2017-04-07	0.500000016	0.3	0.200000016	1.60000008	0.3
2017-04-08	1.2	1.400000016	1.5	1.69999992	1.400000016
2017-04-09	15.1999992	16.5	32.0000016	36.4000032	16.5
2017-04-10	10.80000048	13.8	13.8	13.6999992	13.8
2017-04-11	0	0	0.100000008	0	0
2017-04-12	0	0	0	0	0
2017-04-13	0	0	0	0	0
2017-04-14	0	0	0	0	0
2017-04-15	0	0	0	0	0
2017-04-16	0.400000032	0.500000016	0.200000016	0.3	0.500000016
2017-04-17	8.6000004	10.5	7.19999952	7.69999992	10.5
2017-04-18	0	0	0	0	0
2017-04-19	0	0	0.100000008	0.200000016	0
2017-04-20	0.700000008	1.000000032	1.000000032	1.100000016	1.000000032
2017-04-21	0	0	0	0	0
2017-04-22	0	0	0	0	0
2017-04-23	0	0	0	0	0
2017-04-24	0	0	0	0	0
2017-04-25	0.899999952	4.99999992	5.09999976	6.99999984	4.99999992
