date	TC	DXC	OTC	CTC
2021-04-17	9.181818182	3.181818182	3.363636364	6.818181818
2021-03-13	12.28571429	4.19047619	5.428571429	9.428571429
2021-06-03	8.909090909	3.636363636	3.454545455	7.727272727
2021-06-19	8.818181818	3.636363636	2.818181818	0
2021-07-20	8.363636364	6	2.727272727	10.36363636
2021-08-31	14	6.7	4.2	8.1
2021-09-15	9.8	6.9	0	7
2021-10-25	0	7.1	4.2	10.1



